Time,GPU0_Mem,GPU0_Util,GPU1_Mem,GPU1_Util,GPU2_Mem,GPU2_Util,GPU3_Mem,GPU3_Util,GPU4_Mem,GPU4_Util,GPU5_Mem,GPU5_Util,GPU6_Mem,GPU6_Util,GPU7_Mem,GPU7_Util,CPU_Mem(GiB),Load,CPU_Util(%),Disk_Overlay(GiB)
03:47:17,70710,11,70710,0,70710,23,70710,0,70710,8,70710,3,70710,8,70710,0,136.9,22.63,34.5,941.0
03:47:19,69860,0,69860,1,69860,0,69860,0,69860,24,69860,80,69860,34,69860,28,136.4,22.63,34.7,941.0
03:47:22,70004,0,70004,0,70004,0,70004,33,70004,43,70004,11,70004,0,70004,44,138.4,22.66,35.0,941.0
03:47:24,70128,0,70128,0,70128,0,70108,31,70128,0,70086,100,70086,87,70086,44,140.1,22.66,35.4,941.0
03:47:26,70544,0,70564,0,70564,0,70524,20,70544,33,70524,0,70544,0,70564,78,142.0,22.66,34.6,941.0
03:47:28,70724,100,70744,0,70744,99,70724,7,70724,13,70724,0,70724,0,70744,18,144.3,22.61,34.7,941.0
03:47:30,70862,100,70864,71,70862,83,70864,24,70862,100,70866,0,70868,46,70868,100,145.7,22.61,35.3,941.0
03:47:32,71188,0,71188,33,71188,0,71188,0,71190,0,71188,5,71186,0,71190,0,147.2,22.56,35.0,941.0
03:47:34,71322,49,71322,51,71324,33,71324,17,71324,80,71322,23,71322,91,71324,94,149.2,22.56,34.6,941.0
03:47:37,71520,5,71520,5,71514,3,71514,20,71514,11,71514,17,71514,18,71520,20,152.2,22.91,35.0,941.0
03:47:39,71722,39,71746,100,71724,100,71726,16,71726,56,71726,100,71746,0,71914,27,153.1,22.91,35.0,941.0
03:47:41,71976,41,71976,29,71976,9,71976,0,71976,0,71976,29,71976,83,71976,0,155.0,22.92,35.6,941.0
03:47:43,72014,10,72014,39,72014,40,72014,0,72062,2,72014,51,72014,0,72062,0,158.1,22.92,34.9,941.0
03:47:45,72102,50,72142,51,72142,34,72142,0,72102,0,72102,37,72102,91,72142,0,160.0,22.92,34.9,941.0
03:47:47,72220,0,72190,0,72190,0,72220,100,72190,0,72190,40,72190,0,72190,0,161.8,22.85,35.0,941.0
03:47:49,72234,100,72234,0,72278,26,72278,97,72300,100,72278,11,72278,0,72278,25,162.3,22.85,34.7,941.0
03:47:52,72296,59,72296,83,72296,100,72296,14,72296,95,72296,100,72296,41,72296,66,164.1,22.78,35.7,941.0
03:47:54,72396,18,72396,19,72396,20,72396,5,72396,19,72396,21,72396,14,72396,7,167.3,22.78,35.6,941.0
03:47:56,72478,0,72478,0,72478,0,72478,0,72478,0,72478,0,72478,0,72478,0,168.3,22.96,34.0,941.0
03:47:58,78532,0,78532,0,78532,0,78532,0,78532,0,78532,0,78532,0,78532,0,167.7,22.96,35.1,941.0
03:48:00,78532,0,78532,0,78532,0,78532,0,78532,0,78532,0,78532,0,78532,0,169.3,22.96,37.8,941.0
03:48:02,78532,0,78532,0,78532,0,78532,0,78532,0,78532,0,78532,0,78532,0,168.0,22.88,35.0,941.0
03:48:05,78532,0,78532,0,78532,0,78532,0,78532,0,78532,0,78532,0,78532,0,168.2,22.88,35.5,941.0
03:48:07,78532,0,78532,0,78532,0,78532,0,78532,0,78532,0,78532,0,78532,0,168.3,22.81,34.8,941.0
03:48:09,78532,0,78532,0,78532,0,78532,0,78532,0,78532,0,78532,0,78532,0,168.3,22.81,34.4,941.0
03:48:11,78532,0,78532,0,78532,0,78532,0,78532,0,78532,0,78532,0,78532,0,168.3,22.82,34.5,941.0
03:48:13,78532,0,78532,0,78532,0,78532,0,78532,0,78532,0,78532,0,78532,0,168.4,22.82,35.2,941.0
03:48:15,78532,0,78532,0,78532,0,78532,0,78532,0,78532,0,78532,0,78532,0,168.4,22.82,34.4,941.0
03:48:17,78532,0,78532,0,78532,0,78532,0,78532,0,78532,0,78532,0,78532,0,168.4,22.84,32.7,941.0
03:48:20,78532,0,78532,0,78532,0,78532,0,78532,0,78532,0,78532,0,78532,0,168.8,22.84,38.2,941.0
03:48:22,78532,0,78532,0,78532,0,78532,0,78532,0,78532,0,78532,0,78532,0,171.2,25.01,55.3,941.1
03:48:24,78532,0,78532,0,78532,0,78532,0,78532,0,78532,0,78532,0,78532,0,172.2,25.01,62.6,941.8
03:48:26,78532,0,78532,0,78532,0,78532,0,78532,0,78532,0,78532,0,78532,0,172.7,26.21,58.9,943.4
03:48:28,78532,0,78532,0,78532,0,78532,0,78532,0,78532,0,78532,0,78532,0,173.7,26.21,70.2,944.2
03:48:30,78532,0,78532,0,78532,0,78532,0,78532,0,78532,0,78532,0,78532,0,174.7,26.21,68.4,944.5
03:48:33,78532,0,78532,0,78532,0,78532,0,78532,0,78532,0,78532,0,78532,0,174.8,27.24,53.7,944.8
03:48:35,78532,0,78532,0,78532,0,78532,0,78532,0,78532,0,78532,0,78532,0,174.9,27.24,46.0,945.4
03:48:37,78532,0,78532,0,78532,0,78532,0,78532,0,78532,0,78532,0,78532,0,175.4,27.54,45.8,946.2
03:48:39,78532,0,78532,0,78532,0,78532,0,78532,0,78532,0,78532,0,78532,0,175.9,27.54,50.7,947.1
03:48:41,78532,0,78532,0,78532,0,78532,0,78532,0,78532,0,78532,0,78532,0,176.4,29.10,65.5,948.1
03:48:43,78532,0,78532,0,78532,0,78532,0,78532,0,78532,0,78532,0,78532,0,176.6,29.10,57.4,949.8
03:48:46,78532,0,78532,0,78532,0,78532,0,78532,0,78532,0,78532,0,78532,0,176.7,29.10,56.3,951.4
03:48:48,78532,0,78532,0,78532,0,78532,0,78532,0,78532,0,78532,0,78532,0,176.8,30.29,50.4,953.1
03:48:50,78532,0,78532,0,78532,0,78532,0,78532,0,78532,0,78532,0,78532,0,177.0,30.29,48.6,954.6
03:48:52,78532,0,78532,0,78532,0,78532,0,78532,0,78532,0,78532,0,78532,0,177.1,30.59,44.5,954.4
03:48:54,78532,100,78532,100,78532,100,78532,100,78532,100,78532,100,78532,100,78532,100,177.3,30.59,46.2,954.2
03:48:56,78532,100,78532,100,78532,100,78532,100,78532,100,78532,100,78532,100,78532,100,176.8,33.18,42.0,954.2
03:48:59,78532,100,78532,100,78532,100,78532,100,78532,100,78532,100,78532,100,78532,100,176.9,33.18,39.0,954.2
03:49:01,78532,100,78532,100,78532,100,78532,100,78532,100,78532,100,78532,100,78532,100,175.0,34.37,53.8,953.4
03:49:03,78532,100,78532,100,78532,100,78532,100,78532,100,78532,100,78532,100,78532,100,176.5,34.37,61.1,953.0
03:49:05,78532,100,78532,100,78532,100,78532,100,78532,100,78532,100,78532,100,78532,100,176.4,34.37,53.3,953.1
03:49:07,78532,100,78532,100,78532,100,78532,100,78532,100,78532,100,78532,100,78532,100,175.7,35.30,61.6,953.5
03:49:10,78532,100,78532,100,78532,100,78532,100,78532,100,78532,100,78532,100,78532,100,175.7,35.30,54.3,953.8
03:49:12,78532,100,78532,69,78532,91,78532,100,78532,100,78532,100,78532,100,78532,100,175.6,35.44,55.1,954.3
03:49:14,78532,100,78532,100,78532,100,78532,100,78532,100,78532,100,78532,100,78532,100,175.6,35.44,55.4,954.6
03:49:16,78532,100,78532,100,78532,100,78532,100,78532,100,78532,100,78532,100,78532,100,175.6,35.56,52.6,954.8
03:49:18,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,174.1,35.56,53.4,955.4
03:49:21,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,176.0,35.56,55.4,956.1
03:49:23,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,178.2,36.16,55.6,958.1
03:49:25,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,179.7,36.16,58.0,958.5
03:49:27,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,180.3,36.15,53.1,960.7
03:49:30,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,183.6,36.15,61.4,964.7
03:49:32,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,187.1,37.02,66.5,965.7
03:49:34,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,189.3,37.02,68.1,967.3
03:49:36,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,188.3,37.74,70.6,968.7
03:49:38,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,186.2,37.74,73.4,970.1
03:49:41,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,184.9,37.74,77.9,972.5
03:49:43,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,183.5,40.08,78.3,975.8
03:49:45,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,180.2,40.08,78.3,978.0
03:49:47,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,177.8,66.98,85.0,980.0
03:49:49,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,176.9,66.98,72.0,982.5
03:49:52,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,176.3,64.98,70.1,983.1
03:49:54,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,175.3,64.98,65.3,983.2
03:49:56,78534,100,78534,100,78534,100,78534,96,78534,100,78534,100,78534,100,78534,100,175.5,66.98,52.4,983.4
03:49:58,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,175.7,66.98,49.6,983.5
03:50:01,78534,100,78534,100,78534,100,78534,49,78534,100,78534,100,78534,100,78534,100,176.1,66.98,59.2,983.7
03:50:03,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,176.5,65.14,57.5,983.8
03:50:05,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,177.4,65.14,55.6,984.0
03:50:07,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,175.3,62.33,47.3,984.2
03:50:09,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,175.5,62.33,41.3,984.4
03:50:11,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,176.3,59.34,40.1,984.6
03:50:14,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,176.8,59.34,43.4,984.8
03:50:16,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,177.1,59.34,41.6,985.0
03:50:18,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,177.3,56.91,43.3,985.2
03:50:20,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,176.4,56.91,42.0,985.3
03:50:22,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,176.3,57.16,38.8,985.4
03:50:24,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,178.0,57.16,38.8,985.5
03:50:27,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,178.1,54.74,40.3,985.6
03:50:29,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,179.4,54.74,51.8,986.2
03:50:31,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,179.8,53.80,76.8,987.9
03:50:33,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,179.9,53.80,76.4,990.2
03:50:36,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,181.1,53.80,79.2,993.3
03:50:38,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,181.8,56.06,79.1,995.5
03:50:40,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,183.1,56.06,84.4,999.6
03:50:42,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,184.1,58.38,84.4,1004.4
03:50:45,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,184.9,58.38,81.8,1007.0
03:50:47,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,185.9,69.56,84.3,1010.3
03:50:49,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,187.0,69.56,87.5,1014.6
03:50:51,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,187.1,82.81,72.7,1017.8
03:50:53,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,185.2,82.81,71.4,1019.5
03:50:56,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,180.3,82.81,63.2,1018.3
03:50:58,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,176.7,82.98,51.8,1017.1
03:51:00,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,175.4,82.98,45.4,1015.6
03:51:02,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,175.4,82.50,38.7,1015.6
03:51:04,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,175.5,82.50,49.4,1015.6
03:51:07,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,175.4,80.94,40.4,1015.6
03:51:09,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,175.5,80.94,38.7,1015.6
03:51:11,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,175.5,79.26,39.4,1015.6
03:51:13,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,175.4,79.26,38.8,1015.6
03:51:15,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,175.5,79.26,39.3,1015.6
03:51:17,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,176.4,86.45,55.4,1015.8
03:51:20,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,176.3,86.45,48.5,1016.5
03:51:22,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,176.1,83.13,41.6,1017.2
03:51:24,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,175.9,83.13,39.5,1018.2
03:51:26,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,175.8,80.32,39.7,1019.1
03:51:28,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,175.8,80.32,39.7,1020.0
03:51:30,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,175.8,80.32,40.5,1020.9
03:51:33,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,175.8,77.49,40.9,1021.8
03:51:35,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,175.9,77.49,40.0,1022.0
03:51:37,78534,100,78534,97,78534,100,78534,100,78534,100,78534,88,78534,100,78534,100,175.9,75.13,40.4,1022.2
03:51:39,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,175.9,75.13,39.2,1022.4
03:51:41,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,175.9,72.71,39.9,1022.6
03:51:43,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,175.8,72.71,39.1,1022.9
03:51:46,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,175.9,72.71,41.4,1023.3
03:51:48,78534,0,78534,0,78534,0,78534,0,78534,22,78534,0,78534,0,78534,0,176.2,70.49,44.4,1023.7
03:51:50,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,176.1,70.49,40.1,1024.2
03:51:52,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,175.3,68.61,43.0,1024.8
03:51:54,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,175.3,68.61,43.0,1025.4
03:51:56,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,175.0,66.88,45.7,1026.3
03:51:59,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,175.1,66.88,41.8,1027.3
03:52:01,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,175.4,66.88,45.3,1028.0
03:52:03,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,175.6,65.37,42.3,1029.0
03:52:05,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,173.3,65.37,42.2,1029.8
03:52:07,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,173.2,63.90,42.9,1030.2
03:52:09,78534,100,78534,0,78534,5,78534,11,78534,0,78534,100,78534,62,78534,22,173.6,63.90,42.0,1031.0
03:52:12,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,173.7,62.62,42.9,1032.2
03:52:14,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,172.8,62.62,43.4,1033.6
03:52:16,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,174.3,61.45,41.9,1034.5
03:52:18,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,174.0,61.45,42.4,1035.6
03:52:20,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,174.0,61.45,42.5,1036.6
03:52:22,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,173.7,60.22,40.4,1037.0
03:52:25,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,173.7,60.22,40.4,1037.6
03:52:27,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,173.7,59.24,39.8,1038.0
03:52:29,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,173.8,59.24,39.4,1038.4
03:52:31,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,173.9,58.34,40.5,1038.6
03:52:33,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,174.1,58.34,44.7,1038.7
03:52:35,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,173.9,58.34,41.7,1038.9
03:52:38,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,173.7,57.43,38.4,1039.1
03:52:40,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,174.0,57.43,41.3,1039.4
03:52:42,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,173.9,56.51,41.1,1039.8
03:52:44,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,174.0,56.51,42.4,1040.5
03:52:46,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,174.0,55.83,47.4,1041.3
03:52:48,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,174.0,55.83,42.8,1042.2
03:52:51,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,174.1,55.83,41.8,1043.0
03:52:53,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,78534,100,173.8,55.12,42.1,1043.6
03:52:55,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,173.8,55.12,40.6,1044.0
03:52:57,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,173.9,54.15,38.6,1044.8
03:52:59,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,174.1,54.15,45.5,1045.4
03:53:01,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,173.6,53.58,42.0,1046.0
03:53:03,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,173.7,53.58,40.8,1046.9
03:53:06,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,173.6,53.58,45.8,1047.5
03:53:08,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,173.8,53.29,44.5,1048.1
03:53:10,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,173.3,53.29,44.1,1049.0
03:53:12,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,173.2,52.47,41.4,1049.4
03:53:14,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,173.2,52.47,39.1,1050.5
03:53:16,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,174.0,51.79,39.1,1051.0
03:53:19,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,174.9,51.79,42.9,1051.5
03:53:21,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,174.2,51.79,43.8,1052.2
03:53:23,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,172.6,51.73,42.9,1053.2
03:53:25,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,174.4,51.73,42.5,1054.3
03:53:27,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,174.3,51.19,43.0,1055.8
03:53:29,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,173.6,51.19,47.2,1057.6
03:53:31,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,173.6,51.17,43.7,1059.0
03:53:34,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,174.0,51.17,47.1,1060.1
03:53:36,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,173.5,51.17,38.7,1060.5
03:53:38,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,173.2,52.36,47.1,1061.3
03:53:40,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,173.3,52.36,40.4,1061.9
03:53:42,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,173.1,51.93,42.3,1062.7
03:53:44,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,173.3,51.93,41.4,1063.5
03:53:46,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,171.8,52.34,42.2,1064.9
03:53:49,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,173.5,52.34,41.4,1066.1
03:53:51,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,173.8,52.34,42.2,1067.2
03:53:53,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,173.7,52.47,41.9,1068.9
03:53:55,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,174.0,52.47,40.9,1069.9
03:53:57,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,174.3,52.67,43.6,1072.3
03:53:59,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,174.1,52.67,41.8,1074.6
03:54:01,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,173.0,52.46,43.5,1075.6
03:54:04,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,173.1,52.46,44.1,1075.8
03:54:06,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,173.1,52.46,39.1,1077.2
03:54:08,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,173.0,51.94,36.5,1078.8
03:54:10,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,171.5,51.94,38.0,1080.8
03:54:12,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,171.4,51.38,35.7,1082.3
03:54:14,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,171.2,51.38,38.1,1085.4
03:54:16,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,171.8,50.95,35.5,1086.2
03:54:19,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,172.2,50.95,37.7,1087.0
03:54:21,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,171.6,50.95,38.4,1087.7
03:54:23,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,172.5,50.56,38.0,1088.5
03:54:25,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,172.3,50.56,37.6,1089.0
03:54:27,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,172.5,50.19,39.0,1089.8
03:54:29,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,172.4,50.19,38.5,1090.2
03:54:31,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,172.4,50.17,42.1,1090.5
03:54:34,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,172.6,50.17,42.7,1090.6
03:54:36,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,172.7,50.17,45.8,1090.9
03:54:38,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,172.7,50.08,43.9,1091.3
03:54:40,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,172.9,50.08,45.0,1091.7
03:54:42,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,173.3,49.99,42.1,1092.6
03:54:44,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,173.4,49.99,38.6,1093.3
03:54:46,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,173.5,49.83,38.8,1094.5
03:54:49,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,173.3,49.83,38.0,1095.5
03:54:51,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,173.3,49.83,39.5,1096.6
03:54:53,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,173.3,49.69,39.3,1097.1
03:54:55,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,173.1,49.69,45.0,1097.6
03:54:57,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,173.0,50.35,42.9,1098.3
03:54:59,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,173.1,50.35,42.7,1098.6
03:55:01,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,173.0,50.16,43.8,1099.3
03:55:04,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,173.0,50.16,36.0,1099.9
03:55:06,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,172.7,50.16,35.9,1100.3
03:55:08,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,172.7,49.99,35.8,1100.9
03:55:10,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,172.8,49.99,36.7,1101.6
03:55:12,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,78534,0,172.8,49.75,35.8,1102.2
